Wavelength	PL390-MAO-Cr-Mau4
480.673	1004
480.802	999
480.931	1009
481.06	1007
481.188	1006
481.317	1008
481.446	1010
481.575	1004
481.704	1007
481.833	1007
481.961	1006
482.09	1006
482.219	1003
482.348	1000
482.477	1005
482.606	1006
482.734	1004
482.863	1002
482.992	1008
483.121	1004
483.249	1006
483.378	1011
483.507	1005
483.636	1007
483.765	1002
483.893	1006
484.022	1009
484.151	1009
484.28	998
484.408	1007
484.537	1008
484.666	1004
484.794	1009
484.923	1007
485.052	1007
485.181	1007
485.309	1009
485.438	1011
485.567	1008
485.695	1006
485.824	1007
485.953	1007
486.081	1005
486.21	1007
486.339	1008
486.467	1002
486.596	1010
486.725	1008
486.853	1003
486.982	1006
487.11	1003
487.239	1009
487.368	1008
487.496	1013
487.625	1006
487.754	1009
487.882	1009
488.011	1005
488.139	1005
488.268	1004
488.396	1005
488.525	1013
488.654	1003
488.782	1009
488.911	1005
489.039	1004
489.168	1008
489.296	1006
489.425	1001
489.553	1005
489.682	1004
489.81	1005
489.939	1007
490.067	1004
490.196	1004
490.324	1007
490.453	1009
490.581	1004
490.71	1006
490.838	1010
490.967	1006
491.095	1002
491.224	1015
491.352	1009
491.481	1005
491.609	1008
491.738	1006
491.866	1006
491.994	1007
492.123	1002
492.251	1008
492.38	1005
492.508	1008
492.636	1013
492.765	1011
492.893	1012
493.022	1006
493.15	1008
493.278	1009
493.407	1011
493.535	1005
493.663	1012
493.792	1003
493.92	1005
494.049	1009
494.177	1005
494.305	1006
494.434	1006
494.562	1005
494.69	1005
494.818	1005
494.947	1004
495.075	1006
495.203	1010
495.332	1010
495.46	1012
495.588	1018
495.716	1010
495.845	1002
495.973	1004
496.101	1005
496.23	1011
496.358	1007
496.486	1003
496.614	1004
496.742	1006
496.871	1006
496.999	1009
497.127	1002
497.255	1008
497.384	1013
497.512	1009
497.64	1013
497.768	1009
497.896	1010
498.024	1010
498.153	1005
498.281	1010
498.409	1004
498.537	1006
498.665	1005
498.793	1016
498.922	1011
499.05	1011
499.178	1012
499.306	1008
499.434	1007
499.562	1010
499.69	1004
499.818	1010
499.947	1009
500.075	1012
500.203	1008
500.331	1007
500.459	1011
500.587	1004
500.715	1012
500.843	1008
500.971	1011
501.099	1008
501.227	1009
501.355	1009
501.483	1005
501.611	1007
501.739	1010
501.867	1007
501.995	1008
502.123	1009
502.251	1008
502.379	1007
502.507	1010
502.635	1003
502.763	1009
502.891	1011
503.019	1009
503.147	1008
503.275	1008
503.403	1007
503.531	1011
503.659	1017
503.787	1009
503.915	1008
504.043	1010
504.171	1008
504.299	1010
504.426	1009
504.554	1004
504.682	1008
504.81	1010
504.938	1012
505.066	1010
505.194	1013
505.322	1009
505.449	1005
505.577	1014
505.705	1012
505.833	1013
505.961	1007
506.089	1009
506.217	1007
506.344	1015
506.472	1007
506.6	1004
506.728	1009
506.856	1009
506.983	1010
507.111	1009
507.239	1009
507.367	1012
507.495	1007
507.622	1006
507.75	1004
507.878	1004
508.006	1011
508.133	1004
508.261	1015
508.389	1009
508.516	1010
508.644	1011
508.772	1007
508.9	1011
509.027	1014
509.155	1009
509.283	1007
509.41	1011
509.538	1010
509.666	1011
509.793	1007
509.921	1010
510.049	1009
510.176	1006
510.304	1005
510.432	1012
510.559	1005
510.687	1006
510.815	1008
510.942	1014
511.07	1012
511.197	1012
511.325	1015
511.453	1005
511.58	1015
511.708	1008
511.835	1004
511.963	1012
512.091	1008
512.218	1006
512.346	1004
512.473	1001
512.601	1010
512.728	1004
512.856	1009
512.983	1006
513.111	1014
513.238	1011
513.366	1010
513.494	1010
513.621	1008
513.749	1011
513.876	1007
514.003	1015
514.131	1010
514.258	1005
514.386	1012
514.513	1014
514.641	1016
514.768	1009
514.896	1006
515.023	1008
515.151	1015
515.278	1010
515.405	1011
515.533	1008
515.66	1007
515.788	1007
515.915	1007
516.042	1009
516.17	1009
516.297	1006
516.425	1009
516.552	1007
516.679	1011
516.807	1012
516.934	1005
517.061	1007
517.189	1009
517.316	1006
517.443	1008
517.571	1010
517.698	1005
517.825	1010
517.953	1011
518.08	1009
518.207	1007
518.335	1007
518.462	1009
518.589	1007
518.716	1009
518.844	1013
518.971	1007
519.098	1005
519.226	1007
519.353	1010
519.48	1004
519.607	1008
519.734	1008
519.862	1009
519.989	1013
520.116	1010
520.243	1009
520.371	1011
520.498	1012
520.625	1009
520.752	1005
520.879	1008
521.006	1007
521.134	1012
521.261	1009
521.388	1011
521.515	1008
521.642	1011
521.769	1007
521.896	1010
522.024	1009
522.151	1010
522.278	1006
522.405	1005
522.532	1009
522.659	1013
522.786	1012
522.913	1009
523.04	1015
523.167	1011
523.295	1015
523.422	1013
523.549	1013
523.676	1012
523.803	1005
523.93	1005
524.057	1007
524.184	1011
524.311	1006
524.438	1013
524.565	1008
524.692	1007
524.819	1007
524.946	1011
525.073	1015
525.2	1007
525.327	1013
525.454	1010
525.581	1011
525.708	1010
525.835	1005
525.962	1006
526.088	1015
526.215	1010
526.342	1011
526.469	1008
526.596	1011
526.723	1011
526.85	1013
526.977	1010
527.104	1011
527.231	1013
527.358	1004
527.484	1007
527.611	1009
527.738	1013
527.865	1013
527.992	1008
528.119	1008
528.246	1006
528.372	1010
528.499	1008
528.626	1013
528.753	1013
528.88	1009
529.006	1016
529.133	1008
529.26	1007
529.387	1012
529.514	1010
529.64	1006
529.767	1012
529.894	1007
530.021	1008
530.147	1009
530.274	1012
530.401	1014
530.528	1004
530.654	1006
530.781	1010
530.908	1013
531.034	1013
531.161	1011
531.288	1009
531.414	1015
531.541	1008
531.668	1012
531.795	1006
531.921	1009
532.048	1014
532.174	1008
532.301	1007
532.428	1007
532.554	1012
532.681	1011
532.808	1008
532.934	1015
533.061	1011
533.187	1012
533.314	1011
533.441	1009
533.567	1012
533.694	1011
533.82	1013
533.947	1015
534.074	1012
534.2	1021
534.327	1000
534.453	1006
534.58	1015
534.706	1006
534.833	1012
534.959	1007
535.086	1013
535.212	1015
535.339	1006
535.465	1012
535.592	1006
535.718	1010
535.845	1010
535.971	1011
536.098	1008
536.224	1006
536.351	1010
536.477	1012
536.604	1006
536.73	1004
536.856	1007
536.983	1006
537.109	1011
537.236	1013
537.362	1007
537.488	1008
537.615	1007
537.741	1013
537.868	1009
537.994	1008
538.12	1011
538.247	1005
538.373	1014
538.499	1011
538.626	1008
538.752	1014
538.878	1010
539.005	1015
539.131	1007
539.257	1015
539.384	1013
539.51	1012
539.636	1008
539.763	1012
539.889	1013
540.015	1016
540.141	1009
540.268	1012
540.394	1004
540.52	1010
540.646	1003
540.773	1013
540.899	1011
541.025	1004
541.151	1011
541.278	1008
541.404	1008
541.53	1010
541.656	1009
541.782	1009
541.909	1001
542.035	1010
542.161	1010
542.287	1010
542.413	1007
542.539	1013
542.665	1015
542.792	1013
542.918	1012
543.044	1008
543.17	1010
543.296	1006
543.422	1014
543.548	1012
543.674	1010
543.801	1009
543.927	1013
544.053	1011
544.179	1014
544.305	1009
544.431	1007
544.557	1013
544.683	1013
544.809	1006
544.935	1015
545.061	1009
545.187	1017
545.313	1012
545.439	1006
545.565	1012
545.691	1009
545.817	1008
545.943	1012
546.069	1013
546.195	1012
546.321	1011
546.447	1011
546.573	1011
546.699	1007
546.825	1008
546.951	1007
547.077	1014
547.203	1014
547.329	1005
547.454	1010
547.58	1004
547.706	1010
547.832	1012
547.958	1015
548.084	1008
548.21	1010
548.336	1005
548.462	1014
548.587	1012
548.713	1011
548.839	1011
548.965	1009
549.091	1006
549.217	1007
549.342	1012
549.468	1011
549.594	1007
549.72	1011
549.846	1010
549.971	1007
550.097	1009
550.223	1009
550.349	1013
550.474	1007
550.6	1010
550.726	1011
550.852	1007
550.977	1007
551.103	1010
551.229	1007
551.355	1011
551.48	1016
551.606	1014
551.732	1010
551.857	1010
551.983	1011
552.109	1013
552.234	1013
552.36	1015
552.486	1003
552.611	1012
552.737	1009
552.863	1015
552.988	1011
553.114	1013
553.24	1012
553.365	999
553.491	1008
553.616	1012
553.742	1002
553.868	1009
553.993	1011
554.119	1004
554.244	1008
554.37	1009
554.495	1013
554.621	1013
554.746	1019
554.872	1011
554.998	1012
555.123	1011
555.249	1019
555.374	1008
555.5	1011
555.625	1014
555.751	1008
555.876	1009
556.002	1006
556.127	1012
556.252	1013
556.378	1008
556.503	1012
556.629	1006
556.754	1011
556.88	1012
557.005	1009
557.131	1016
557.256	1012
557.381	1012
557.507	1006
557.632	1007
557.758	1008
557.883	1008
558.008	1015
558.134	1008
558.259	1009
558.384	1013
558.51	1012
558.635	1006
558.76	1017
558.886	1007
559.011	1009
559.136	1003
559.262	1010
559.387	1012
559.512	1007
559.638	1009
559.763	1013
559.888	1004
560.013	1006
560.139	1007
560.264	1009
560.389	1009
560.514	1012
560.64	1008
560.765	1012
560.89	1009
561.015	1007
561.141	1008
561.266	1013
561.391	1010
561.516	1010
561.641	1009
561.767	1006
561.892	1006
562.017	1013
562.142	1010
562.267	1007
562.392	1011
562.518	1008
562.643	1005
562.768	1013
562.893	1011
563.018	1012
563.143	1007
563.268	1011
563.393	1010
563.518	1013
563.644	1008
563.769	1008
563.894	1012
564.019	1004
564.144	1014
564.269	1010
564.394	1010
564.519	1006
564.644	1015
564.769	1013
564.894	1007
565.019	1007
565.144	1013
565.269	1011
565.394	1007
565.519	1006
565.644	1011
565.769	1015
565.894	1005
566.019	1012
566.144	1012
566.269	1010
566.394	1006
566.519	1013
566.644	1023
566.769	1009
566.893	1011
567.018	1008
567.143	1009
567.268	1008
567.393	1009
567.518	1007
567.643	1010
567.768	1008
567.893	1007
568.017	1016
568.142	1007
568.267	1013
568.392	1011
568.517	1010
568.642	1007
568.766	1008
568.891	1008
569.016	1011
569.141	1010
569.266	1005
569.39	1016
569.515	1012
569.64	1004
569.765	1008
569.889	1012
570.014	1009
570.139	1008
570.264	1010
570.388	1009
570.513	1010
570.638	1006
570.762	1013
570.887	1011
571.012	1008
571.137	1014
571.261	1005
571.386	1004
571.511	1006
571.635	1006
571.76	1012
571.885	1007
572.009	1008
572.134	1012
572.258	1003
572.383	1007
572.508	1013
572.632	1011
572.757	1010
572.881	1011
573.006	1007
573.131	1012
573.255	1007
573.38	1009
573.504	1004
573.629	1011
573.753	1007
573.878	1008
574.003	1009
574.127	1010
574.252	1009
574.376	1011
574.501	1006
574.625	1006
574.75	1006
574.874	1010
574.999	1010
575.123	1010
575.248	1014
575.372	1009
575.496	1010
575.621	1005
575.745	1007
575.87	1011
575.994	1012
576.119	1010
576.243	1011
576.367	1015
576.492	1007
576.616	1006
576.741	1011
576.865	1014
576.989	1010
577.114	1008
577.238	1013
577.362	1013
577.487	1009
577.611	1005
577.735	1008
577.86	1010
577.984	1011
578.108	1014
578.233	1010
578.357	1014
578.481	1007
578.606	1010
578.73	1009
578.854	1010
578.978	1007
578.977	1015
579.106	1008
579.234	1007
579.362	1006
579.491	1008
579.619	1006
579.747	1004
579.875	1007
580.004	1010
580.132	1007
580.26	1010
580.388	1005
580.517	1007
580.645	1009
580.773	1005
580.901	1003
581.03	1010
581.158	1002
581.286	1007
581.414	1010
581.542	1009
581.671	1008
581.799	1005
581.927	1006
582.055	1004
582.183	1009
582.312	1010
582.44	1012
582.568	1008
582.696	1007
582.824	1008
582.952	1007
583.08	1007
583.209	1009
583.337	1007
583.465	1013
583.593	1008
583.721	1007
583.849	1006
583.977	1005
584.105	1011
584.233	1005
584.362	1007
584.49	1019
584.618	1006
584.746	1008
584.874	1008
585.002	1007
585.13	1010
585.258	1009
585.386	1011
585.514	1008
585.642	1005
585.77	1012
585.898	1015
586.026	1010
586.154	1010
586.282	1006
586.41	1008
586.538	1006
586.666	1009
586.794	1008
586.922	1008
587.05	1010
587.178	1006
587.306	1011
587.434	1004
587.562	1006
587.69	1007
587.818	1015
587.946	1007
588.074	1005
588.202	1008
588.33	1011
588.458	1008
588.586	1012
588.714	1010
588.842	1010
588.97	1006
589.097	1008
589.225	1007
589.353	1005
589.481	1012
589.609	1016
589.737	1008
589.865	1007
589.993	1005
590.121	1013
590.248	1013
590.376	1005
590.504	1011
590.632	1007
590.76	1007
590.888	1009
591.015	1010
591.143	1003
591.271	1014
591.399	1000
591.527	1009
591.655	1012
591.782	1011
591.91	1008
592.038	1008
592.166	1010
592.294	1012
592.421	1017
592.549	1010
592.677	1007
592.805	1016
592.932	1010
593.06	1009
593.188	1010
593.316	1014
593.443	1007
593.571	1012
593.699	1006
593.826	1005
593.954	1015
594.082	1008
594.21	1008
594.337	1011
594.465	1005
594.593	1013
594.72	1014
594.848	1010
594.976	1009
595.103	1010
595.231	1018
595.359	1010
595.486	1008
595.614	1017
595.742	1016
595.869	1011
595.997	1008
596.124	1010
596.252	1008
596.38	1009
596.507	1009
596.635	1008
596.763	1011
596.89	1014
597.018	1012
597.145	1016
597.273	1010
597.4	1007
597.528	1014
597.656	1011
597.783	1017
597.911	1013
598.038	1013
598.166	1009
598.293	1014
598.421	1015
598.548	1004
598.676	1013
598.803	1018
598.931	1014
599.058	1008
599.186	1011
599.313	1012
599.441	1011
599.568	1010
599.696	1013
599.823	1008
599.951	1013
600.078	1009
600.206	1013
600.333	1018
600.461	1015
600.588	1018
600.715	1015
600.843	1016
600.97	1011
601.098	1007
601.225	1010
601.353	1012
601.48	1009
601.607	1016
601.735	1010
601.862	1012
601.99	1016
602.117	1016
602.244	1016
602.372	1015
602.499	1015
602.626	1013
602.754	1016
602.881	1014
603.008	1010
603.136	1019
603.263	1009
603.39	1010
603.518	1015
603.645	1014
603.772	1012
603.9	1015
604.027	1014
604.154	1011
604.281	1009
604.409	1015
604.536	1008
604.663	1012
604.791	1021
604.918	1018
605.045	1024
605.172	1019
605.3	1011
605.427	1013
605.554	1016
605.681	1021
605.809	1014
605.936	1016
606.063	1015
606.19	1017
606.317	1015
606.445	1016
606.572	1017
606.699	1016
606.826	1012
606.953	1022
607.08	1010
607.208	1007
607.335	1013
607.462	1014
607.589	1019
607.716	1017
607.843	1019
607.97	1014
608.098	1021
608.225	1011
608.352	1011
608.479	1016
608.606	1015
608.733	1023
608.86	1017
608.987	1018
609.114	1020
609.241	1014
609.369	1015
609.496	1018
609.623	1025
609.75	1020
609.877	1015
610.004	1020
610.131	1020
610.258	1018
610.385	1020
610.512	1019
610.639	1017
610.766	1011
610.893	1018
611.02	1024
611.147	1017
611.274	1024
611.401	1017
611.528	1019
611.655	1022
611.782	1021
611.909	1020
612.036	1015
612.163	1014
612.29	1018
612.417	1023
612.543	1024
612.67	1020
612.797	1025
612.924	1021
613.051	1017
613.178	1019
613.305	1024
613.432	1015
613.559	1032
613.686	1022
613.813	1020
613.939	1030
614.066	1020
614.193	1017
614.32	1013
614.447	1022
614.574	1025
614.701	1020
614.827	1024
614.954	1024
615.081	1021
615.208	1017
615.335	1021
615.461	1027
615.588	1024
615.715	1026
615.842	1018
615.969	1024
616.095	1024
616.222	1024
616.349	1018
616.476	1021
616.602	1019
616.729	1026
616.856	1018
616.983	1027
617.109	1028
617.236	1022
617.363	1024
617.49	1017
617.616	1029
617.743	1022
617.87	1021
617.996	1025
618.123	1018
618.25	1024
618.376	1027
618.503	1024
618.63	1026
618.756	1024
618.883	1022
619.01	1025
619.136	1024
619.263	1024
619.39	1024
619.516	1025
619.643	1019
619.769	1033
619.896	1029
620.023	1033
620.149	1032
620.276	1028
620.402	1021
620.529	1036
620.656	1029
620.782	1032
620.909	1025
621.035	1024
621.162	1027
621.288	1035
621.415	1036
621.541	1035
621.668	1027
621.795	1036
621.921	1026
622.048	1027
622.174	1035
622.301	1032
622.427	1033
622.554	1025
622.68	1030
622.807	1027
622.933	1028
623.059	1028
623.186	1031
623.312	1021
623.439	1032
623.565	1034
623.692	1026
623.818	1037
623.945	1038
624.071	1032
624.197	1034
624.324	1025
624.45	1033
624.577	1032
624.703	1029
624.829	1024
624.956	1033
625.082	1032
625.209	1035
625.335	1031
625.461	1033
625.588	1033
625.714	1035
625.84	1029
625.967	1043
626.093	1036
626.219	1034
626.346	1024
626.472	1034
626.598	1038
626.725	1036
626.851	1045
626.977	1032
627.103	1044
627.23	1036
627.356	1041
627.482	1040
627.608	1034
627.735	1042
627.861	1043
627.987	1038
628.113	1040
628.24	1033
628.366	1041
628.492	1031
628.618	1031
628.745	1036
628.871	1045
628.997	1046
629.123	1050
629.249	1053
629.376	1040
629.502	1038
629.628	1039
629.754	1034
629.88	1043
630.006	1040
630.132	1034
630.259	1040
630.385	1042
630.511	1041
630.637	1056
630.763	1046
630.889	1051
631.015	1043
631.141	1038
631.268	1049
631.394	1048
631.52	1048
631.646	1040
631.772	1044
631.898	1033
632.024	1040
632.15	1047
632.276	1049
632.402	1044
632.528	1046
632.654	1045
632.78	1051
632.906	1044
633.032	1038
633.158	1047
633.284	1050
633.41	1051
633.536	1054
633.662	1047
633.788	1051
633.914	1051
634.04	1053
634.166	1058
634.292	1044
634.418	1053
634.544	1053
634.67	1058
634.796	1057
634.922	1057
635.048	1047
635.173	1056
635.299	1053
635.425	1048
635.551	1052
635.677	1051
635.803	1054
635.929	1060
636.055	1052
636.181	1046
636.306	1054
636.432	1065
636.558	1056
636.684	1073
636.81	1059
636.936	1066
637.061	1056
637.187	1061
637.313	1063
637.439	1066
637.565	1054
637.69	1061
637.816	1061
637.942	1066
638.068	1066
638.193	1061
638.319	1058
638.445	1058
638.571	1060
638.696	1071
638.822	1057
638.948	1073
639.074	1069
639.199	1063
639.325	1067
639.451	1068
639.577	1066
639.702	1056
639.828	1063
639.954	1054
640.079	1063
640.205	1069
640.331	1075
640.456	1063
640.582	1065
640.708	1074
640.833	1069
640.959	1070
641.084	1066
641.21	1070
641.336	1076
641.461	1076
641.587	1069
641.712	1075
641.838	1088
641.964	1069
642.089	1074
642.215	1071
642.34	1074
642.466	1086
642.592	1082
642.717	1074
642.843	1089
642.968	1083
643.094	1081
643.219	1092
643.345	1085
643.47	1080
643.596	1080
643.721	1092
643.847	1085
643.972	1088
644.098	1097
644.223	1090
644.349	1089
644.474	1089
644.6	1098
644.725	1100
644.85	1088
644.976	1088
645.101	1094
645.227	1102
645.352	1090
645.478	1097
645.603	1101
645.728	1104
645.854	1089
645.979	1112
646.105	1098
646.23	1102
646.355	1095
646.481	1106
646.606	1109
646.731	1113
646.857	1119
646.982	1113
647.107	1111
647.233	1106
647.358	1101
647.483	1114
647.609	1107
647.734	1109
647.859	1108
647.985	1114
648.11	1114
648.235	1122
648.36	1107
648.486	1118
648.611	1120
648.736	1121
648.862	1127
648.987	1137
649.112	1120
649.237	1129
649.362	1138
649.488	1140
649.613	1142
649.738	1131
649.863	1123
649.988	1151
650.114	1150
650.239	1134
650.364	1135
650.489	1144
650.614	1144
650.74	1152
650.865	1152
650.99	1157
651.115	1164
651.24	1151
651.365	1154
651.49	1143
651.615	1158
651.741	1161
651.866	1150
651.991	1155
652.116	1150
652.241	1173
652.366	1174
652.491	1156
652.616	1160
652.741	1162
652.866	1158
652.991	1159
653.116	1176
653.241	1159
653.366	1179
653.491	1171
653.616	1177
653.741	1162
653.866	1169
653.991	1167
654.116	1185
654.241	1172
654.366	1201
654.491	1169
654.616	1174
654.741	1175
654.866	1186
654.991	1190
655.116	1197
655.241	1178
655.366	1194
655.491	1187
655.616	1195
655.741	1213
655.866	1199
655.99	1205
656.115	1204
656.24	1219
656.365	1221
656.49	1233
656.615	1239
656.74	1228
656.865	1228
656.989	1234
657.114	1224
657.239	1230
657.364	1243
657.489	1237
657.614	1239
657.738	1233
657.863	1245
657.988	1237
658.113	1231
658.238	1251
658.362	1242
658.487	1274
658.612	1274
658.737	1259
658.861	1280
658.986	1259
659.111	1293
659.236	1290
659.36	1268
659.485	1289
659.61	1286
659.734	1305
659.859	1307
659.984	1312
660.108	1308
660.233	1314
660.358	1306
660.482	1327
660.607	1327
660.732	1340
660.856	1333
660.981	1334
661.106	1357
661.23	1351
661.355	1340
661.48	1367
661.604	1363
661.729	1373
661.853	1378
661.978	1384
662.103	1394
662.227	1359
662.352	1385
662.476	1409
662.601	1386
662.725	1419
662.85	1420
662.974	1399
663.099	1418
663.224	1421
663.348	1423
663.473	1432
663.597	1421
663.722	1410
663.846	1446
663.971	1410
664.095	1453
664.219	1421
664.344	1422
664.468	1459
664.593	1453
664.717	1445
664.842	1449
664.966	1459
665.091	1489
665.215	1466
665.339	1462
665.464	1477
665.588	1462
665.713	1502
665.837	1480
665.961	1458
666.086	1491
666.21	1495
666.335	1483
666.459	1517
666.583	1516
666.708	1542
666.832	1518
666.956	1513
667.081	1529
667.205	1521
667.329	1533
667.454	1525
667.578	1529
667.702	1527
667.826	1510
667.951	1544
668.075	1528
668.199	1527
668.324	1554
668.448	1530
668.572	1537
668.696	1537
668.82	1548
668.945	1540
669.069	1554
669.193	1566
669.317	1541
669.442	1552
669.566	1548
669.69	1563
669.814	1577
669.938	1575
670.062	1583
670.187	1577
670.311	1614
670.435	1592
670.559	1576
670.683	1625
670.807	1611
670.931	1651
671.056	1622
671.18	1667
671.304	1653
671.428	1651
671.552	1668
671.676	1657
671.8	1703
671.924	1667
672.048	1725
672.172	1721
672.296	1722
672.42	1734
672.544	1761
672.669	1725
672.793	1758
672.917	1812
673.041	1779
673.165	1823
673.289	1814
673.413	1776
673.537	1833
673.661	1894
673.785	1870
673.908	1867
674.032	1909
674.156	1891
674.28	1899
674.404	1902
674.528	1940
674.652	1928
674.776	1930
674.9	1955
675.024	1941
675.148	1969
675.272	1977
675.396	1977
675.519	1978
675.643	1972
675.767	2003
675.891	2003
676.015	2015
676.139	1976
676.263	1970
676.386	1997
676.51	1981
676.634	1971
676.758	1993
676.882	1987
677.005	1981
677.129	1924
677.253	1967
677.377	1949
677.501	1946
677.624	1954
677.748	1965
677.872	1912
677.996	1960
678.119	1912
678.243	1915
678.367	1905
678.491	1944
678.614	1908
678.738	1863
678.862	1869
678.985	1881
679.109	1862
679.233	1859
679.356	1862
679.48	1805
679.604	1870
679.727	1860
679.851	1813
679.975	1823
680.098	1833
680.222	1851
680.346	1815
680.469	1807
680.593	1833
680.716	1811
680.84	1819
680.963	1750
681.087	1800
681.211	1799
681.334	1796
681.458	1796
681.581	1787
681.705	1755
681.828	1748
681.952	1759
682.075	1752
682.199	1750
682.322	1811
682.446	1824
682.569	1788
682.693	1788
682.816	1854
682.94	1848
683.063	1904
683.187	1881
683.31	1921
683.434	2002
683.557	2020
683.681	2084
683.804	2201
683.928	2306
684.051	2350
684.174	2522
684.298	2628
684.421	2752
684.545	2916
684.668	3076
684.791	3234
684.915	3382
685.038	3491
685.161	3696
685.285	3778
685.408	3914
685.531	4077
685.655	4183
685.778	4224
685.901	4331
686.025	4445
686.148	4634
686.271	4691
686.395	4798
686.518	4970
686.641	5057
686.764	5101
686.888	5208
687.011	5349
687.134	5401
687.257	5467
687.381	5497
687.504	5535
687.627	5580
687.75	5624
687.873	5651
687.997	5702
688.12	5668
688.243	5633
688.366	5551
688.489	5575
688.613	5472
688.736	5503
688.859	5528
688.982	5319
689.105	5352
689.228	5367
689.351	5207
689.475	5132
689.598	5085
689.721	4975
689.844	4884
689.967	4787
690.09	4741
690.213	4654
690.336	4516
690.459	4515
690.582	4448
690.705	4399
690.828	4355
690.951	4264
691.074	4242
691.197	4123
691.32	4119
691.443	4126
691.566	4070
691.689	4007
691.812	4009
691.935	3988
692.058	3979
692.181	3909
692.304	3965
692.427	3954
692.55	3857
692.673	3865
692.796	3785
692.919	3856
693.042	3846
693.165	3825
693.288	3862
693.411	3775
693.533	3852
693.656	3810
693.779	3725
693.902	3782
694.025	3702
694.148	3669
694.271	3689
694.393	3654
694.516	3647
694.639	3638
694.762	3647
694.885	3562
695.008	3548
695.13	3539
695.253	3517
695.376	3496
695.499	3495
695.622	3462
695.744	3542
695.867	3481
695.99	3465
696.113	3444
696.235	3443
696.358	3520
696.481	3465
696.603	3426
696.726	3401
696.849	3410
696.972	3469
697.094	3492
697.217	3378
697.34	3487
697.462	3513
697.585	3407
697.708	3439
697.83	3446
697.953	3409
698.075	3439
698.198	3444
698.321	3414
698.443	3395
698.566	3443
698.688	3408
698.811	3376
698.934	3362
699.056	3354
699.179	3375
699.301	3310
699.424	3319
699.546	3307
699.669	3306
699.792	3293
699.914	3265
700.037	3273
700.159	3270
700.282	3229
700.404	3196
700.527	3180
700.649	3228
700.772	3109
700.894	3113
701.016	3083
701.139	3077
