Wavelength	PL390-MAO-Cr-Mau2
507.495	1031
507.622	1021
507.75	1022
507.878	1031
508.006	1031
508.133	1027
508.261	1024
508.389	1021
508.516	1020
508.644	1022
508.772	1025
508.9	1023
509.027	1027
509.155	1023
509.283	1027
509.41	1027
509.538	1031
509.666	1027
509.793	1031
509.921	1038
510.049	1023
510.176	1024
510.304	1024
510.432	1018
510.559	1022
510.687	1018
510.815	1023
510.942	1019
511.07	1032
511.197	1023
511.325	1020
511.453	1024
511.58	1027
511.708	1021
511.835	1020
511.963	1027
512.091	1032
512.218	1025
512.346	1033
512.473	1029
512.601	1028
512.728	1026
512.856	1021
512.983	1020
513.111	1029
513.238	1025
513.366	1019
513.494	1030
513.621	1021
513.749	1026
513.876	1027
514.003	1023
514.131	1028
514.258	1022
514.386	1025
514.513	1020
514.641	1027
514.768	1029
514.896	1021
515.023	1020
515.151	1027
515.278	1026
515.405	1014
515.533	1033
515.66	1024
515.788	1023
515.915	1022
516.042	1031
516.17	1021
516.297	1026
516.425	1026
516.552	1021
516.679	1028
516.807	1031
516.934	1029
517.061	1021
517.189	1032
517.316	1023
517.443	1026
517.571	1031
517.698	1026
517.825	1027
517.953	1029
518.08	1024
518.207	1025
518.335	1020
518.462	1028
518.589	1022
518.716	1025
518.844	1027
518.971	1028
519.098	1026
519.226	1031
519.353	1023
519.48	1030
519.607	1028
519.734	1023
519.862	1028
519.989	1027
520.116	1031
520.243	1029
520.371	1026
520.498	1031
520.625	1029
520.752	1027
520.879	1024
521.006	1030
521.134	1024
521.261	1027
521.388	1022
521.515	1026
521.642	1021
521.769	1035
521.896	1026
522.024	1026
522.151	1024
522.278	1035
522.405	1027
522.532	1035
522.659	1027
522.786	1027
522.913	1023
523.04	1031
523.167	1031
523.295	1028
523.422	1024
523.549	1027
523.676	1030
523.803	1029
523.93	1031
524.057	1022
524.184	1024
524.311	1024
524.438	1033
524.565	1030
524.692	1026
524.819	1025
524.946	1028
525.073	1027
525.2	1026
525.327	1025
525.454	1024
525.581	1034
525.708	1026
525.835	1029
525.962	1020
526.088	1025
526.215	1022
526.342	1029
526.469	1027
526.596	1034
526.723	1029
526.85	1028
526.977	1021
527.104	1030
527.231	1033
527.358	1027
527.484	1032
527.611	1025
527.738	1027
527.865	1028
527.992	1029
528.119	1027
528.246	1029
528.372	1033
528.499	1027
528.626	1028
528.753	1022
528.88	1021
529.006	1024
529.133	1026
529.26	1031
529.387	1031
529.514	1033
529.64	1029
529.767	1025
529.894	1026
530.021	1020
530.147	1023
530.274	1024
530.401	1024
530.528	1025
530.654	1028
530.781	1032
530.908	1036
531.034	1017
531.161	1026
531.288	1018
531.414	1019
531.541	1031
531.668	1028
531.795	1025
531.921	1026
532.048	1033
532.174	1023
532.301	1028
532.428	1031
532.554	1026
532.681	1023
532.808	1034
532.934	1029
533.061	1026
533.187	1034
533.314	1026
533.441	1032
533.567	1036
533.694	1031
533.82	1021
533.947	1024
534.074	1027
534.2	1026
534.327	1027
534.453	1025
534.58	1025
534.706	1030
534.833	1034
534.959	1028
535.086	1028
535.212	1026
535.339	1030
535.465	1021
535.592	1040
535.718	1030
535.845	1027
535.971	1028
536.098	1034
536.224	1022
536.351	1033
536.477	1037
536.604	1029
536.73	1034
536.856	1026
536.983	1026
537.109	1028
537.236	1025
537.362	1026
537.488	1032
537.615	1028
537.741	1037
537.868	1027
537.994	1030
538.12	1032
538.247	1037
538.373	1027
538.499	1025
538.626	1024
538.752	1033
538.878	1032
539.005	1025
539.131	1026
539.257	1029
539.384	1029
539.51	1027
539.636	1026
539.763	1033
539.889	1023
540.015	1028
540.141	1028
540.268	1027
540.394	1030
540.52	1031
540.646	1023
540.773	1025
540.899	1023
541.025	1022
541.151	1032
541.278	1038
541.404	1032
541.53	1035
541.656	1030
541.782	1035
541.909	1035
542.035	1032
542.161	1034
542.287	1027
542.413	1028
542.539	1033
542.665	1032
542.792	1022
542.918	1036
543.044	1031
543.17	1023
543.296	1034
543.422	1034
543.548	1031
543.674	1037
543.801	1029
543.927	1025
544.053	1024
544.179	1034
544.305	1034
544.431	1031
544.557	1026
544.683	1028
544.809	1023
544.935	1030
545.061	1034
545.187	1031
545.313	1031
545.439	1031
545.565	1032
545.691	1031
545.817	1037
545.943	1031
546.069	1029
546.195	1033
546.321	1029
546.447	1033
546.573	1030
546.699	1023
546.825	1031
546.951	1024
547.077	1035
547.203	1028
547.329	1031
547.454	1023
547.58	1026
547.706	1034
547.832	1025
547.958	1021
548.084	1029
548.21	1023
548.336	1027
548.462	1027
548.587	1027
548.713	1028
548.839	1027
548.965	1027
549.091	1028
549.217	1028
549.342	1041
549.468	1027
549.594	1019
549.72	1031
549.846	1028
549.971	1034
550.097	1032
550.223	1024
550.349	1030
550.474	1026
550.6	1036
550.726	1031
550.852	1027
550.977	1028
551.103	1027
551.229	1036
551.355	1027
551.48	1030
551.606	1029
551.732	1027
551.857	1021
551.983	1032
552.109	1035
552.234	1027
552.36	1033
552.486	1046
552.611	1030
552.737	1025
552.863	1032
552.988	1042
553.114	1026
553.24	1030
553.365	1030
553.491	1039
553.616	1031
553.742	1025
553.868	1025
553.993	1033
554.119	1019
554.244	1030
554.37	1032
554.495	1034
554.621	1023
554.746	1035
554.872	1027
554.998	1032
555.123	1028
555.249	1033
555.374	1027
555.5	1027
555.625	1025
555.751	1036
555.876	1026
556.002	1030
556.127	1027
556.252	1028
556.378	1038
556.503	1032
556.629	1026
556.754	1034
556.88	1034
557.005	1031
557.131	1037
557.256	1026
557.381	1027
557.507	1024
557.632	1030
557.758	1030
557.883	1029
558.008	1024
558.134	1030
558.259	1031
558.384	1031
558.51	1028
558.635	1032
558.76	1033
558.886	1026
559.011	1030
559.136	1028
559.262	1036
559.387	1033
559.512	1035
559.638	1029
559.763	1029
559.888	1028
560.013	1030
560.139	1033
560.264	1033
560.389	1028
560.514	1029
560.64	1031
560.765	1027
560.89	1034
561.015	1032
561.141	1031
561.266	1023
561.391	1033
561.516	1024
561.641	1035
561.767	1031
561.892	1035
562.017	1029
562.142	1034
562.267	1025
562.392	1029
562.518	1030
562.643	1031
562.768	1027
562.893	1034
563.018	1029
563.143	1034
563.268	1024
563.393	1026
563.518	1026
563.644	1038
563.769	1028
563.894	1032
564.019	1036
564.144	1030
564.269	1033
564.394	1027
564.519	1031
564.644	1037
564.769	1032
564.894	1022
565.019	1036
565.144	1036
565.269	1033
565.394	1032
565.519	1030
565.644	1026
565.769	1033
565.894	1032
566.019	1031
566.144	1033
566.269	1032
566.394	1032
566.519	1039
566.644	1045
566.769	1026
566.893	1033
567.018	1034
567.143	1026
567.268	1036
567.393	1027
567.518	1030
567.643	1028
567.768	1034
567.893	1027
568.017	1040
568.142	1031
568.267	1027
568.392	1035
568.517	1036
568.642	1026
568.766	1032
568.891	1032
569.016	1018
569.141	1032
569.266	1032
569.39	1037
569.515	1026
569.64	1027
569.765	1033
569.889	1028
570.014	1028
570.139	1037
570.264	1029
570.388	1026
570.513	1029
570.638	1025
570.762	1028
570.887	1027
571.012	1028
571.137	1035
571.261	1034
571.386	1025
571.511	1027
571.635	1032
571.76	1028
571.885	1032
572.009	1029
572.134	1027
572.258	1024
572.383	1030
572.508	1030
572.632	1028
572.757	1034
572.881	1028
573.006	1029
573.131	1023
573.255	1034
573.38	1032
573.504	1030
573.629	1022
573.753	1029
573.878	1024
574.003	1027
574.127	1034
574.252	1034
574.376	1026
574.501	1031
574.625	1031
574.75	1030
574.874	1031
574.999	1034
575.123	1030
575.248	1033
575.372	1035
575.496	1039
575.621	1028
575.745	1031
575.87	1043
575.994	1027
576.119	1036
576.243	1024
576.367	1036
576.492	1028
576.616	1029
576.741	1031
576.865	1032
576.989	1036
577.114	1036
577.238	1032
577.362	1030
577.487	1028
577.611	1036
577.735	1035
577.86	1030
577.984	1025
578.108	1034
578.233	1032
578.357	1023
578.481	1034
578.606	1035
578.73	1031
578.854	1034
578.978	1032
578.977	1026
579.106	1030
579.234	1028
579.362	1020
579.491	1030
579.619	1032
579.747	1020
579.875	1028
580.004	1030
580.132	1026
580.26	1024
580.388	1024
580.517	1027
580.645	1023
580.773	1025
580.901	1032
581.03	1026
581.158	1030
581.286	1031
581.414	1022
581.542	1025
581.671	1030
581.799	1024
581.927	1029
582.055	1025
582.183	1024
582.312	1024
582.44	1035
582.568	1027
582.696	1032
582.824	1024
582.952	1033
583.08	1031
583.209	1022
583.337	1029
583.465	1029
583.593	1033
583.721	1031
583.849	1031
583.977	1022
584.105	1029
584.233	1031
584.362	1027
584.49	1035
584.618	1030
584.746	1025
584.874	1023
585.002	1032
585.13	1029
585.258	1030
585.386	1035
585.514	1031
585.642	1024
585.77	1027
585.898	1033
586.026	1023
586.154	1028
586.282	1023
586.41	1036
586.538	1031
586.666	1033
586.794	1033
586.922	1036
587.05	1028
587.178	1033
587.306	1035
587.434	1037
587.562	1028
587.69	1028
587.818	1034
587.946	1031
588.074	1027
588.202	1032
588.33	1029
588.458	1032
588.586	1025
588.714	1033
588.842	1038
588.97	1036
589.097	1025
589.225	1034
589.353	1030
589.481	1039
589.609	1031
589.737	1040
589.865	1039
589.993	1026
590.121	1038
590.248	1027
590.376	1035
590.504	1043
590.632	1037
590.76	1039
590.888	1039
591.015	1031
591.143	1034
591.271	1046
591.399	1044
591.527	1035
591.655	1039
591.782	1036
591.91	1039
592.038	1044
592.166	1032
592.294	1036
592.421	1047
592.549	1041
592.677	1038
592.805	1050
592.932	1039
593.06	1041
593.188	1033
593.316	1034
593.443	1045
593.571	1043
593.699	1041
593.826	1037
593.954	1047
594.082	1044
594.21	1053
594.337	1038
594.465	1042
594.593	1039
594.72	1043
594.848	1043
594.976	1044
595.103	1040
595.231	1052
595.359	1044
595.486	1036
595.614	1043
595.742	1051
595.869	1046
595.997	1047
596.124	1050
596.252	1045
596.38	1055
596.507	1044
596.635	1044
596.763	1044
596.89	1034
597.018	1039
597.145	1048
597.273	1049
597.4	1051
597.528	1045
597.656	1047
597.783	1061
597.911	1055
598.038	1039
598.166	1051
598.293	1046
598.421	1046
598.548	1053
598.676	1043
598.803	1055
598.931	1045
599.058	1059
599.186	1052
599.313	1052
599.441	1052
599.568	1058
599.696	1056
599.823	1047
599.951	1055
600.078	1041
600.206	1065
600.333	1055
600.461	1057
600.588	1057
600.715	1053
600.843	1063
600.97	1058
601.098	1060
601.225	1050
601.353	1060
601.48	1056
601.607	1045
601.735	1051
601.862	1059
601.99	1064
602.117	1059
602.244	1061
602.372	1063
602.499	1068
602.626	1071
602.754	1058
602.881	1065
603.008	1062
603.136	1065
603.263	1079
603.39	1066
603.518	1059
603.645	1056
603.772	1059
603.9	1069
604.027	1079
604.154	1072
604.281	1065
604.409	1070
604.536	1075
604.663	1064
604.791	1066
604.918	1073
605.045	1067
605.172	1080
605.3	1068
605.427	1066
605.554	1078
605.681	1078
605.809	1080
605.936	1080
606.063	1068
606.19	1082
606.317	1082
606.445	1073
606.572	1080
606.699	1074
606.826	1071
606.953	1080
607.08	1075
607.208	1084
607.335	1077
607.462	1067
607.589	1069
607.716	1077
607.843	1081
607.97	1072
608.098	1078
608.225	1079
608.352	1076
608.479	1071
608.606	1071
608.733	1082
608.86	1084
608.987	1085
609.114	1103
609.241	1098
609.369	1096
609.496	1093
609.623	1085
609.75	1090
609.877	1099
610.004	1073
610.131	1089
610.258	1084
610.385	1092
610.512	1092
610.639	1087
610.766	1095
610.893	1088
611.02	1091
611.147	1083
611.274	1096
611.401	1092
611.528	1112
611.655	1094
611.782	1086
611.909	1098
612.036	1101
612.163	1096
612.29	1103
612.417	1095
612.543	1104
612.67	1109
612.797	1106
612.924	1094
613.051	1094
613.178	1102
613.305	1103
613.432	1108
613.559	1097
613.686	1105
613.813	1098
613.939	1111
614.066	1102
614.193	1109
614.32	1107
614.447	1105
614.574	1118
614.701	1127
614.827	1111
614.954	1122
615.081	1103
615.208	1104
615.335	1120
615.461	1116
615.588	1119
615.715	1110
615.842	1137
615.969	1130
616.095	1120
616.222	1116
616.349	1126
616.476	1124
616.602	1113
616.729	1137
616.856	1135
616.983	1125
617.109	1113
617.236	1126
617.363	1139
617.49	1130
617.616	1121
617.743	1130
617.87	1122
617.996	1135
618.123	1125
618.25	1132
618.376	1139
618.503	1127
618.63	1128
618.756	1123
618.883	1138
619.01	1138
619.136	1133
619.263	1137
619.39	1129
619.516	1154
619.643	1144
619.769	1127
619.896	1122
620.023	1148
620.149	1144
620.276	1132
620.402	1130
620.529	1139
620.656	1154
620.782	1137
620.909	1153
621.035	1152
621.162	1154
621.288	1155
621.415	1155
621.541	1148
621.668	1162
621.795	1155
621.921	1156
622.048	1148
622.174	1163
622.301	1165
622.427	1156
622.554	1176
622.68	1149
622.807	1168
622.933	1186
623.059	1165
623.186	1153
623.312	1172
623.439	1168
623.565	1176
623.692	1178
623.818	1172
623.945	1178
624.071	1166
624.197	1177
624.324	1180
624.45	1185
624.577	1165
624.703	1189
624.829	1175
624.956	1192
625.082	1192
625.209	1185
625.335	1182
625.461	1188
625.588	1181
625.714	1183
625.84	1187
625.967	1196
626.093	1188
626.219	1196
626.346	1182
626.472	1199
626.598	1194
626.725	1179
626.851	1177
626.977	1213
627.103	1198
627.23	1220
627.356	1214
627.482	1214
627.608	1205
627.735	1221
627.861	1219
627.987	1203
628.113	1195
628.24	1210
628.366	1215
628.492	1229
628.618	1215
628.745	1218
628.871	1220
628.997	1223
629.123	1215
629.249	1222
629.376	1238
629.502	1242
629.628	1224
629.754	1243
629.88	1231
630.006	1229
630.132	1214
630.259	1231
630.385	1242
630.511	1235
630.637	1238
630.763	1228
630.889	1230
631.015	1237
631.141	1248
631.268	1256
631.394	1257
631.52	1239
631.646	1272
631.772	1254
631.898	1251
632.024	1300
632.15	1260
632.276	1264
632.402	1256
632.528	1287
632.654	1271
632.78	1270
632.906	1273
633.032	1263
633.158	1292
633.284	1288
633.41	1284
633.536	1285
633.662	1289
633.788	1262
633.914	1273
634.04	1275
634.166	1304
634.292	1310
634.418	1301
634.544	1330
634.67	1300
634.796	1280
634.922	1319
635.048	1314
635.173	1314
635.299	1310
635.425	1308
635.551	1309
635.677	1316
635.803	1341
635.929	1315
636.055	1346
636.181	1336
636.306	1342
636.432	1328
636.558	1319
636.684	1318
636.81	1333
636.936	1335
637.061	1327
637.187	1344
637.313	1346
637.439	1363
637.565	1348
637.69	1366
637.816	1327
637.942	1363
638.068	1367
638.193	1365
638.319	1349
638.445	1348
638.571	1371
638.696	1366
638.822	1371
638.948	1393
639.074	1368
639.199	1400
639.325	1389
639.451	1384
639.577	1390
639.702	1402
639.828	1388
639.954	1391
640.079	1419
640.205	1414
640.331	1395
640.456	1407
640.582	1409
640.708	1417
640.833	1414
640.959	1412
641.084	1435
641.21	1437
641.336	1435
641.461	1446
641.587	1433
641.712	1455
641.838	1446
641.964	1478
642.089	1449
642.215	1444
642.34	1472
642.466	1489
642.592	1462
642.717	1476
642.843	1496
642.968	1473
643.094	1514
643.219	1497
643.345	1474
643.47	1498
643.596	1502
643.721	1503
643.847	1534
643.972	1535
644.098	1533
644.223	1528
644.349	1546
644.474	1542
644.6	1559
644.725	1560
644.85	1568
644.976	1556
645.101	1554
645.227	1553
645.352	1610
645.478	1584
645.603	1567
645.728	1577
645.854	1578
645.979	1590
646.105	1583
646.23	1619
646.355	1631
646.481	1627
646.606	1597
646.731	1619
646.857	1639
646.982	1645
647.107	1648
647.233	1652
647.358	1673
647.483	1665
647.609	1705
647.734	1688
647.859	1692
647.985	1701
648.11	1722
648.235	1716
648.36	1744
648.486	1712
648.611	1774
648.736	1726
648.862	1722
648.987	1728
649.112	1748
649.237	1783
649.362	1781
649.488	1783
649.613	1796
649.738	1848
649.863	1814
649.988	1861
650.114	1832
650.239	1837
650.364	1889
650.489	1861
650.614	1905
650.74	1901
650.865	1897
650.99	1937
651.115	1933
651.24	1888
651.365	1929
651.49	2028
651.615	1938
651.741	1972
651.866	2015
651.991	2023
652.116	2016
652.241	2025
652.366	2044
652.491	1996
652.616	2047
652.741	1996
652.866	2039
652.991	2065
653.116	2070
653.241	2060
653.366	2051
653.491	2074
653.616	2091
653.741	2059
653.866	2078
653.991	2055
654.116	2058
654.241	2116
654.366	2112
654.491	2096
654.616	2125
654.741	2110
654.866	2152
654.991	2163
655.116	2147
655.241	2163
655.366	2193
655.491	2217
655.616	2250
655.741	2272
655.866	2304
655.99	2332
656.115	2375
656.24	2402
656.365	2408
656.49	2405
656.615	2445
656.74	2419
656.865	2475
656.989	2454
657.114	2468
657.239	2491
657.364	2539
657.489	2539
657.614	2496
657.738	2577
657.863	2583
657.988	2625
658.113	2591
658.238	2630
658.362	2641
658.487	2624
658.612	2633
658.737	2662
658.861	2680
658.986	2714
659.111	2688
659.236	2717
659.36	2768
659.485	2778
659.61	2806
659.734	2825
659.859	2883
659.984	2850
660.108	2966
660.233	2978
660.358	2967
660.482	3066
660.607	3100
660.732	3084
660.856	3133
660.981	3130
661.106	3192
661.23	3202
661.355	3321
661.48	3299
661.604	3285
661.729	3378
661.853	3349
661.978	3420
662.103	3368
662.227	3448
662.352	3457
662.476	3486
662.601	3536
662.725	3496
662.85	3612
662.974	3618
663.099	3593
663.224	3691
663.348	3649
663.473	3650
663.597	3721
663.722	3637
663.846	3745
663.971	3709
664.095	3813
664.219	3864
664.344	3816
664.468	3858
664.593	3871
664.717	3916
664.842	3921
664.966	3978
665.091	3988
665.215	4041
665.339	4080
665.464	4067
665.588	4081
665.713	4087
665.837	4136
665.961	4083
666.086	4173
666.21	4136
666.335	4182
666.459	4158
666.583	4217
666.708	4235
666.832	4286
666.956	4243
667.081	4225
667.205	4264
667.329	4350
667.454	4340
667.578	4304
667.702	4307
667.826	4371
667.951	4376
668.075	4331
668.199	4394
668.324	4394
668.448	4380
668.572	4450
668.696	4395
668.82	4414
668.945	4371
669.069	4494
669.193	4461
669.317	4496
669.442	4537
669.566	4542
669.69	4559
669.814	4552
669.938	4591
670.062	4593
670.187	4660
670.311	4736
670.435	4830
670.559	4787
670.683	4912
670.807	4848
670.931	5064
671.056	4965
671.18	5122
671.304	5148
671.428	5198
671.552	5303
671.676	5439
671.8	5470
671.924	5458
672.048	5691
672.172	5692
672.296	5688
672.42	5684
672.544	5812
672.669	5883
672.793	5931
672.917	5978
673.041	6003
673.165	6076
673.289	6186
673.413	6386
673.537	6342
673.661	6457
673.785	6449
673.908	6678
674.032	6582
674.156	6766
674.28	6755
674.404	6890
674.528	7043
674.652	6978
674.776	7090
674.9	7240
675.024	7322
675.148	7357
675.272	7284
675.396	7342
675.519	7317
675.643	7474
675.767	7502
675.891	7393
676.015	7313
676.139	7251
676.263	7389
676.386	7184
676.51	7216
676.634	7281
676.758	7175
676.882	7169
677.005	7098
677.129	7122
677.253	6961
677.377	6931
677.501	6935
677.624	6881
677.748	6875
677.872	6813
677.996	6700
678.119	6621
678.243	6603
678.367	6583
678.491	6552
678.614	6530
678.738	6361
678.862	6303
678.985	6375
679.109	6321
679.233	6200
679.356	6163
679.48	6095
679.604	6096
679.727	5999
679.851	5961
679.975	5926
680.098	5874
680.222	5855
680.346	5795
680.469	5748
680.593	5668
680.716	5741
680.84	5665
680.963	5619
681.087	5577
681.211	5518
681.334	5559
681.458	5518
681.581	5542
681.705	5559
681.828	5610
681.952	5457
682.075	5450
682.199	5432
682.322	5530
682.446	5574
682.569	5574
682.693	5656
682.816	5708
682.94	5837
683.063	5987
683.187	6240
683.31	6459
683.434	6734
683.557	7063
683.681	7485
683.804	8068
683.928	8619
684.051	9445
684.174	10258
684.298	11113
684.421	12196
684.545	13194
684.668	14473
684.791	15471
684.915	16559
685.038	17559
685.161	18454
685.285	19361
685.408	20275
685.531	20901
685.655	21701
685.778	22367
685.901	23214
686.025	23789
686.148	24536
686.271	25217
686.395	25983
686.518	26713
686.641	27154
686.764	27980
686.888	28364
687.011	28784
687.134	29063
687.257	29513
687.381	29563
687.504	30109
687.627	30048
687.75	30025
687.873	29872
687.997	30048
688.12	29819
688.243	29912
688.366	29625
688.489	29389
688.613	29040
688.736	28650
688.859	28488
688.982	28010
689.105	27708
689.228	27149
689.351	26551
689.475	25995
689.598	25518
689.721	24938
689.844	24545
689.967	23945
690.09	23512
690.213	22963
690.336	22374
690.459	22032
690.582	21423
690.705	20926
690.828	20665
690.951	20160
691.074	19760
691.197	19427
691.32	19359
691.443	19011
691.566	18695
691.689	18474
691.812	18299
691.935	18220
692.058	17976
692.181	17868
692.304	17755
692.427	17629
692.55	17390
692.673	17357
692.796	17316
692.919	17122
693.042	16955
693.165	16778
693.288	16799
693.411	16657
693.533	16594
693.656	16457
693.779	16334
693.902	16253
694.025	16073
694.148	15892
694.271	15827
694.393	15672
694.516	15787
694.639	15510
694.762	15486
694.885	15462
695.008	15470
695.13	15314
695.253	15334
695.376	15416
695.499	15315
695.622	15394
695.744	15313
695.867	15289
695.99	15373
696.113	15392
696.235	15162
696.358	15257
696.481	15351
696.603	15325
696.726	15537
696.849	15369
696.972	15585
697.094	15467
697.217	15700
697.34	15636
697.462	15714
697.585	15448
697.708	15545
697.83	15399
697.953	15530
698.075	15262
698.198	15219
698.321	15204
698.443	15375
698.566	15173
698.688	15121
698.811	15043
698.934	14970
699.056	14934
699.179	14880
699.301	14584
699.424	14725
699.546	14557
699.669	14492
699.792	14521
699.914	14268
700.037	14107
700.159	14152
700.282	13910
700.404	13864
700.527	13752
700.649	13672
700.772	13449
700.894	13256
701.016	13307
